Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),detail_specs_html_path,gpu_model,gpu_class
ASUS Rog Zephyrus G14 Ga403wr Qs156ws,Asus,AMD,Ryzen AI 9,370.0,5.1,32.0,LPDDR5X,8000.0,1024.0,14.0,2880 x 1800,120.0,NVIDIA,1.57,"73WHrs, 4S1P, 4-cell Li-ion",71660000.0,data/anphat/detail_htmls\asus_81_specs.html,RTX 5070,DISCRETE_GAMING
ASUS Zenbook S 16 Um5606ka Rk113ws,Asus,AMD,Ryzen AI 7,350.0,5.0,24.0,LPDDR5,,1024.0,16.0,2880 x 1800,120.0,AMD,1.5,"78WHrs, 2S2P, 4-cell Li-ion",42990000.0,data/anphat/detail_htmls\asus_82_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Zenbook S 16 Um5606ka Rk127ws,Asus,AMD,Ryzen AI 7,350.0,5.0,24.0,LPDDR5,,1024.0,16.0,2880 x 1800,120.0,AMD,1.5,"78WHrs, 2S2P, 4-cell Li-ion",38990000.0,data/anphat/detail_htmls\asus_84_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Vivobook 15 A1505v L1688w,Asus,Intel,Core i7,13620.0,4.9,16.0,DDR4,,512.0,15.6,1920 x 1080,60.0,Intel,1.7,"3-cell, 50WHrs",20990000.0,data/anphat/detail_htmls\asus_86_specs.html,INTEL_UHD,INTEGRATED
ASUS Vivobook S 16 Oled M5606ka Ri016ws,Asus,AMD,Ryzen AI 7,350.0,5.0,24.0,LPDDR5X,,512.0,16.0,2880 x 1800,120.0,AMD,1.5,"75 WHrs, 4-cell",30990000.0,data/anphat/detail_htmls\asus_85_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Rog Strix G18 G815jpr S9057w,Asus,Intel,Core i9,14900.0,,32.0,DDR5,5600.0,1024.0,18.0,2560 x 1600,240.0,NVIDIA,3.2,"90WHrs, 4S1P, 4-cell Li-ion",55999000.0,data/anphat/detail_htmls\asus_87_specs.html,RTX 5070,DISCRETE_GAMING
ASUS Rog Strix Scar 18 G835lw Sa172w,Asus,Intel,Core Ultra 9,275.0,5.4,64.0,DDR5,5600.0,2048.0,18.0,2560 x 1600,,NVIDIA,3.3,"90WHrs, 4S1P, 4-cell Li-ion",121990000.0,data/anphat/detail_htmls\asus_88_specs.html,RTX 5080,DISCRETE_GAMING
ASUS Rog Strix Scar 16 G635lx Rw179w,Asus,Intel,Core Ultra 9,275.0,5.4,64.0,DDR5,5600.0,2048.0,16.0,2560 x 1600,,NVIDIA,2.8,"90WHrs, 4S1P, 4-cell Li-ion",141990000.0,data/anphat/detail_htmls\asus_89_specs.html,RTX 5090,DISCRETE_GAMING
ASUS Rog Strix Scar 16 G635lx Rw192w,Asus,Intel,Core Ultra 9,275.0,5.4,32.0,DDR5,5600.0,2048.0,16.0,2560 x 1600,240.0,NVIDIA,2.8,"90WHrs, 4S1P, 4-cell Li-ion",123790000.0,data/anphat/detail_htmls\asus_91_specs.html,RTX 5090,DISCRETE_GAMING
ASUS Rog Strix G615jhr S5069w,Asus,Intel,Core i7,14650.0,5.2,32.0,DDR5,5600.0,1024.0,16.0,2560 x 1600,240.0,NVIDIA,2.73,"4-cell, 90WHrs",44990000.0,data/anphat/detail_htmls\asus_93_specs.html,RTX 5050,DISCRETE_GAMING
ASUS Vivobook 16 K3607vu Rp280w,Asus,Intel,Core 5,210.0,4.8,16.0,DDR5,,512.0,16.0,1920 x 1200,144.0,NVIDIA,1.95,"63WHrs, 3S1P, 3-cell Li-ion",25490000.0,data/anphat/detail_htmls\asus_94_specs.html,RTX 4050,DISCRETE_GAMING
ASUS Expertbook P1403cva I308 50w,Asus,Intel,Core i3,1315.0,4.5,8.0,DDR5,,512.0,14.0,1920 x 1080,,Intel,1.4,3-cell 50WHrs,11990000.0,data/anphat/detail_htmls\asus_95_specs.html,INTEL_UHD,INTEGRATED
ASUS Expertbook P1503cva I308 50w,Asus,Intel,Core i3,1315.0,4.5,8.0,DDR5,,512.0,15.6,1920 x 1080,,Intel,1.62,3-cell 50WHrs,13999000.0,data/anphat/detail_htmls\asus_96_specs.html,INTEL_UHD,INTEGRATED
ASUS Expertbook P1403cva I516 63ws,Asus,Intel,Core i5,13420.0,4.6,16.0,DDR5,,1024.0,14.0,1920 x 1080,,Intel,1.45,3-cell 63WHrs,16590000.0,data/anphat/detail_htmls\asus_97_specs.html,INTEL_UHD,INTEGRATED
ASUS Vivobook 16 K3607vj Rp106w,Asus,Intel,Core 7,240.0,5.2,16.0,DDR5,,512.0,16.0,1920 x 1200,144.0,NVIDIA,1.95,"63WHrs, 3S1P, 3-cell Li-ion",24490000.0,data/anphat/detail_htmls\asus_100_specs.html,RTX 3050,DISCRETE_GAMING
ASUS Vivobook Go 15 E1504ga Bq1141w,Asus,Intel,Core i3,,3.8,8.0,DDR4,,,15.6,1920 x 1080,60.0,Intel,1.63,"42WHrs, 3S1P, 3-cell Li-ion",9990000.0,data/anphat/detail_htmls\asus_101_specs.html,INTEL_UHD,INTEGRATED
ASUS Rog Strix Scar 18 G835lr Sa130w,Asus,Intel,Core Ultra 9,275.0,5.4,32.0,DDR5,5600.0,1024.0,18.0,2560 x 1600,,NVIDIA,3.3,"90WHrs, 4S1P, 4-cell Li-ion",69990000.0,data/anphat/detail_htmls\asus_103_specs.html,RTX 5070,DISCRETE_GAMING
ASUS Gaming Rog Zephyrus G16 Gu605cx Qr083w,Asus,Intel,Core Ultra 9,285.0,5.4,64.0,LPDDR5X,7467.0,2048.0,16.0,2560 x 1600,240.0,NVIDIA,1.95,"4-cell, 90WHrs",131990000.0,data/anphat/detail_htmls\asus_108_specs.html,RTX 5090,DISCRETE_GAMING
ASUS Rog Strix G18 G815lw S9164w,Asus,Intel,Core Ultra 9,275.0,2.7,32.0,DDR5,5600.0,1024.0,18.0,2560 x 1600,240.0,NVIDIA,3.2,"90WHrs, 4S1P, 4-cell Li-ion",78490000.0,data/anphat/detail_htmls\asus_109_specs.html,RTX 5080,DISCRETE_GAMING
ASUS Rog Strix G16 G615lw S5135w,Asus,Intel,Core Ultra 9,275.0,5.4,32.0,DDR5,5600.0,1024.0,16.0,2560 x 1600,240.0,NVIDIA,2.65,"4-cell, 90WHrs",73630000.0,data/anphat/detail_htmls\asus_110_specs.html,RTX 5080,DISCRETE_GAMING
ASUS Zenbook 14 Um3406ka Pp555ws,Asus,AMD,RYZEN AI 7,350.0,2.0,32.0,LPDDR5X,,512.0,14.0,2880 x 1800,120.0,AMD,1.2,"75 WHrs, 4-cell",31990000.0,data/anphat/detail_htmls\asus_111_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Expertbook P5 P5405csa Nz0017w,Asus,Intel,Core Ultra 7,258.0,1.8,32.0,LPDDR5X,,1024.0,14.0,2560 x 1600,144.0,Intel,1.27,"63WHrs, 3S1P, 3-cell Li-ion",30990000.0,data/anphat/detail_htmls\asus_114_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Vivobook 15 X1504za Nj1039w,Asus,Intel,,1255.0,4.4,16.0,DDR4,,512.0,15.6,1920 x 1080,60.0,Intel,1.7,"3-cell, 42WHrs",17690000.0,data/anphat/detail_htmls\asus_113_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Rog Strix G16 G615lr S5238w,Asus,Intel,Core Ultra 7,255.0,5.2,32.0,DDR5,5600.0,1024.0,16.0,2560 x 1600,240.0,NVIDIA,2.65,"4-cell, 90WHrs",57920000.0,data/anphat/detail_htmls\asus_118_specs.html,RTX 5070,DISCRETE_GAMING
ASUS Gaming Rog Zephyrus G14 Ga403wr Qs103ws,Asus,AMD,Ryzen AI 9,370.0,5.1,32.0,LPDDR5X,8000.0,1024.0,14.0,2880 x 1800,,NVIDIA,1.5,"73WHrs, 4S1P, 4-cell Li-ion",77990000.0,data/anphat/detail_htmls\asus_119_specs.html,RTX 5070,DISCRETE_GAMING
ASUS Vivobook 15 Oled A1505va Ma492w,Asus,Intel,Core  i7,13700.0,5.0,16.0,DDR4,3200.0,512.0,15.6,2880 x 1620,120.0,Intel,1.7,"3-cell, 50WHrs",22990000.0,data/anphat/detail_htmls\asus_120_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Gaming Rog Zephyrus G16 Gu605mv Qr196ws,Asus,Intel,Core Ultra 9,185.0,,16.0,LPDDR5X,7467.0,1024.0,16.0,2560 x 1600,240.0,NVIDIA,1.85,"4-cell, 90WHrs",69900000.0,data/anphat/detail_htmls\asus_124_specs.html,RTX 4060,DISCRETE_GAMING
ASUS Gaming Rog Zephyrus G16 Gu603vu N4019w,Asus,Intel,Core i7,13620.0,4.9,16.0,DDR4,,512.0,16.0,2560 x 1600,240.0,NVIDIA,2.0,"4-cell, 90WHrs",44990000.0,data/anphat/detail_htmls\asus_123_specs.html,RTX 4050,DISCRETE_GAMING
ASUS Gaming Rog Zephyrus G16 Gu603vv N4022w,Asus,Intel,Core i7,13620.0,4.9,16.0,DDR4,,512.0,16.0,2560 x 1600,240.0,NVIDIA,2.0,"4-cell, 90WHrs",47990000.0,data/anphat/detail_htmls\asus_125_specs.html,RTX 4060,DISCRETE_GAMING
ASUS Gaming Rog Zephyrus G16 Gu605mi Qr116w INTEL Ultra 9,Asus,Intel,Ultra 9,185.0,,16.0,LPDDR5X,7467.0,1024.0,16.0,2560 x 1600,,NVIDIA,1.85,"4-cell, 90WHrs",79900000.0,data/anphat/detail_htmls\asus_126_specs.html,RTX 4070,DISCRETE_GAMING
ASUS Zenbook S 13 Oled Ux5304ma Nq117w,Asus,Intel,Core Ultra 7,155.0,4.8,32.0,LPDDR5X,,1024.0,13.3,2880 x 1800,60.0,Intel,1.0,"63WHrs, 2S2P, 4-cell Li-ion",44590000.0,data/anphat/detail_htmls\asus_127_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Gaming Vivobook K3605zu Rp296w,Asus,Intel,Core i5,12500.0,4.5,16.0,DDR4,,512.0,16.0,1920 x 1200,144.0,NVIDIA,1.8,"70WHrs, 3S1P, 3-cell Li-ion",25030000.0,data/anphat/detail_htmls\asus_128_specs.html,RTX 4050,DISCRETE_GAMING
ASUS Vivobook 14 Oled A1405va Km095w,Asus,Intel,Core  i5,13500.0,4.7,16.0,DDR4,,512.0,14.0,2880 x 1800,90.0,NVIDIA,1.6,3 cell /50WHrs,21990000.0,data/anphat/detail_htmls\asus_130_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Vivobook S 15 S5507qa Ma090ws,Asus,Qualcomm,Snapdragon X Elite,100.0,3.4,32.0,LPDDR5X,,1024.0,15.6,2880 x 1620,120.0,Qualcomm,1.42,"70WHrs, 3S1P, 3-cell Li-ion",35990000.0,data/anphat/detail_htmls\asus_132_specs.html,QUALCOMM_ADRENO,INTEGRATED_ARM
ASUS Tuf Gaming A15 Fa506nfr Hn006w,Asus,AMD,Ryzen 7,7435.0,4.5,16.0,DDR5,4800.0,512.0,15.6,1920 x 1080,144.0,NVIDIA,2.3,3-cell 48WHrs,21990000.0,data/anphat/detail_htmls\asus_133_specs.html,RTX 2050,DISCRETE_GAMING
ASUS Tuf Gaming A15 Fa506ncr Hn047w,Asus,AMD,Ryzen 7,7435.0,4.5,16.0,DDR5,4800.0,512.0,15.6,1920 x 1080,144.0,NVIDIA,2.3,3-cell 48WHrs,23490000.0,data/anphat/detail_htmls\asus_136_specs.html,RTX 3050,DISCRETE_GAMING
ASUS Rog Strix G16 G614jv N4369w,Asus,Intel,Core i7,13650.0,4.9,16.0,DDR5,4800.0,1024.0,16.0,1920 x 1200,240.0,NVIDIA,2.5,"90WHrs, 4S1P, 4-cell Li-ion",42990000.0,data/anphat/detail_htmls\asus_137_specs.html,RTX 4060,DISCRETE_GAMING
ASUS Expertbook B5 B5404cma Q70250wl,Asus,Intel,Core Ultra 7,155.0,1.4,16.0,DDR5,,512.0,14.0,1920 x 1200,60.0,Intel,1.4,"63WHrs, 3S1P, 3-cell Li-ion",31990000.0,data/anphat/detail_htmls\asus_138_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Rog Strix G16 G614ju N4132w,Asus,Intel,Core i7,13650.0,4.9,16.0,DDR5,4800.0,512.0,16.0,2560 x 1600,240.0,NVIDIA,2.5,"4-cell, 90WHrs",41990000.0,data/anphat/detail_htmls\asus_139_specs.html,RTX 4050,DISCRETE_GAMING
ASUS Expertbook P1503cva I5se16 63ws,Asus,Intel,Core i5,13500.0,2.6,16.0,DDR5,,512.0,15.6,1920 x 1080,60.0,Intel,1.65,"63WHrs, 3S1P, 3-cell Li-ion",16790000.0,data/anphat/detail_htmls\asus_140_specs.html,INTEL_UHD,INTEGRATED
ASUS Zenbook 14 Oled Ux3405ma Pp151w,Asus,Intel,Core Ultra 5,125.0,4.5,16.0,LPDDR5X,,512.0,14.0,2880 x 1800,120.0,Intel,1.2,4-cell 75WHrs,29990000.0,data/anphat/detail_htmls\asus_145_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Vivobook S 14 Flip Tp3402va Lz025w,Asus,Intel,Core i3,1315.0,4.5,8.0,DDR4,,256.0,14.0,1920 x 1200,60.0,Intel,1.5,"3 cell, 50WHrs",16990000.0,data/anphat/detail_htmls\asus_144_specs.html,INTEL_UHD,INTEGRATED
ASUS Vivobook 15x Oled S3504va L1227ws,Asus,Intel,Core i7,1360.0,5.0,8.0,DDR4,,512.0,15.6,FHD,60.0,Intel,1.7,3 cell 50WHrs,25990000.0,data/anphat/detail_htmls\asus_143_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Vivobook 15 Oled A1505va L1491w,Asus,Intel,Core  i7,13700.0,5.0,16.0,DDR4,,512.0,15.6,1920 x 1080,60.0,Intel,1.7,"3-cell, 50WHrs",22990000.0,data/anphat/detail_htmls\asus_146_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Expertbook B1 B1502cva Nj0148w,Asus,Intel,Core i7,1355.0,5.0,8.0,DDR4,3200.0,512.0,15.6,1920 x 1080,,Intel,1.69,3 Cell 42WHr,19990000.0,data/anphat/detail_htmls\asus_147_specs.html,INTEL_UHD,INTEGRATED
ASUS Expertbook B1 B1402cva Nk0176w,Asus,Intel,Core  i5,1335.0,4.6,16.0,DDR4,,512.0,14.0,1920 x 1080,60.0,Intel,1.46,3Cell 42WHrs,14990000.0,data/anphat/detail_htmls\asus_148_specs.html,INTEL_UHD,INTEGRATED
ASUS Vivobook S 14 Oled S5406ma Pp161w,Asus,Intel,Core Ultra 5,125.0,4.5,16.0,LPDDR5,,1024.0,14.0,3K,120.0,Intel,1.3,"75 WHrs, 4-cell",26990000.0,data/anphat/detail_htmls\asus_150_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Tuf Gaming A15 Fa506nf Hn005w,Asus,AMD,Ryzen 5,7535.0,4.5,8.0,DDR5,4800.0,512.0,15.6,1920 x 1080,144.0,NVIDIA,2.3,48WHrs,18990000.0,data/anphat/detail_htmls\asus_149_specs.html,RTX 2050,DISCRETE_GAMING
ASUS Vivobook S 14 Oled S5406ma Pp136w,Asus,Intel,Core Ultra 5,125.0,4.5,16.0,LPDDR5,,1024.0,14.0,3K,120.0,Intel,1.3,"75 WHrs, 4-cell",26790000.0,data/anphat/detail_htmls\asus_151_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Rog Flow X16 Gv601vv Nf044w,Asus,Intel,Core i9,13900.0,5.4,16.0,DDR5,4800.0,1024.0,16.0,2560 x 1600,240.0,NVIDIA,2.2,"90WHrs, 4S1P, 4-cell Li-ion",54990000.0,data/anphat/detail_htmls\asus_152_specs.html,RTX 4060,DISCRETE_GAMING
ASUS Tuf Gaming A15 Fa506nfr Hn075w,Asus,AMD,Ryzen 7,7435.0,4.5,16.0,DDR5,4800.0,512.0,15.6,1920 x 1080,144.0,NVIDIA,2.3,3-cell 48WHrs,22990000.0,data/anphat/detail_htmls\asus_153_specs.html,RTX 2050,DISCRETE_GAMING
ASUS Zenbook S 13 Oled Ux5304va Nq126w,Asus,Intel,Core i7,1355.0,5.0,32.0,LPDDR5,,1024.0,13.3,2880 x 1800,60.0,Intel,1.0,4Cell 63WHrs,49990000.0,data/anphat/detail_htmls\asus_157_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Rog Strix G16 G614jv N3514w,Asus,Intel,Core i7,13650.0,4.9,16.0,DDR5,4800.0,1024.0,16.0,1920 x 1200,165.0,NVIDIA,2.5,"90WHrs, 4S1P, 4-cell Li-ion",40990000.0,data/anphat/detail_htmls\asus_159_specs.html,RTX 4060,DISCRETE_GAMING
ASUS Expertbook B5 B5402cva Ki0229w,Asus,Intel,Core i7,1360.0,5.0,16.0,DDR5,,512.0,14.0,1920 x 1080,,Intel,1.27,3Cell 63WHrs,27990000.0,data/anphat/detail_htmls\asus_158_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Zenbook 14 Flip Oled Up3404va Kn038w,Asus,Intel,Core I5,1340.0,4.6,16.0,LPDDR5,,512.0,14.0,2880 x 1800,90.0,Intel,1.5,"4 cell, 75WHrs",29990000.0,data/anphat/detail_htmls\asus_156_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Proart H7600zm L2079w,Asus,Intel,Core i9,12900.0,5.0,32.0,DDR5,,1024.0,16.0,3840 x 2400,,NVIDIA,2.05,"4-cell, 90Wh",69900000.0,data/anphat/detail_htmls\asus_160_specs.html,RTX 3060,DISCRETE_GAMING
ASUS Rog Strix Scar 15 G533zs Ln036w,Asus,Intel,Core i9,12900.0,5.0,32.0,DDR5,4800.0,2048.0,15.6,2560 x 1440,240.0,NVIDIA,2.3,4 Cell 90WHrs,89990000.0,data/anphat/detail_htmls\asus_161_specs.html,RTX 3080,DISCRETE_GAMING
ASUS Zenbook Pro 14 Duo Oled Ux8402vu P1028w,Asus,Intel,Core i9,13900.0,5.4,32.0,LPDDR5,,1024.0,14.5,2880 x 1800,120.0,NVIDIA,1.75,4 cell 76WHrs,69990000.0,data/anphat/detail_htmls\asus_162_specs.html,RTX 4050,DISCRETE_GAMING
ASUS Zenbook Ux333fa A4016t_id28175,asus,Intel,Core i5,8265.0,3.9,8.0,LPDDR3,2133.0,256.0,13.3,1920 x 1080,,Intel,1.19,3 cell /50Wh,22490000.0,data/anphat/detail_htmls\asus_164_specs.html,INTEL_UHD,INTEGRATED
ASUS Zenbook S 13 Oled Ux5304va Nq125w,Asus,Intel,Core i7,1355.0,5.0,16.0,LPDDR5,,512.0,13.3,2880 x 1800,60.0,Intel,1.0,4Cell 63WHrs,39590000.0,data/anphat/detail_htmls\asus_163_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Zenbook Ux333fa A4011t_id28176,asus,Intel,Core i5,8265.0,3.9,8.0,LPDDR3,2133.0,256.0,13.3,1920 x 1080,,Intel,1.19,3 cell /50Wh,22990000.0,data/anphat/detail_htmls\asus_165_specs.html,INTEL_UHD,INTEGRATED
ACER Aspire A515 58p 9841 Nx.kvgsv.003,Acer,Intel,Core i9,13900.0,5.4,16.0,DDR5,5200.0,512.0,15.6,1920 x 1080,60.0,,1.7,50Wh,22990000.0,data/anphat/detail_htmls\acer_3_specs.html,UNKNOWN,UNKNOWN
ACER Gaming Nitro 16 Ai Propanel An16s 61 R5f4 Nh.qxfsv.001,Acer,AMD,Ryzen AI 7,350.0,4.8,16.0,DDR5,5600.0,512.0,16.0,1920 x 1200,180.0,NVIDIA,2.18,76Wh 4-cell Li-ion battery 230W AC Adapter,44990000.0,data/anphat/detail_htmls\acer_7_specs.html,RTX 5060,DISCRETE_GAMING
ACER Gaming Nitro V 16 Ai Propanel Anv16s 61 R9zv,Acer,AMD,Ryzen AI 7,350.0,4.8,32.0,DDR5,5600.0,1024.0,16.0,2560 x 1600,180.0,NVIDIA,2.18,76Wh 4-cell Li-ion battery 135W AC adapter,46990000.0,data/anphat/detail_htmls\acer_8_specs.html,RTX 5060,DISCRETE_GAMING
ACER Aspire Lite 15 Al15 71p 517d Nx.j7ksv.001,Acer,Intel,Core i5,12450.0,4.4,16.0,DDR5,4800.0,512.0,15.6,1920 x 1080,60.0,Intel,1.79,58Wh 3-cell Li-ion battery Adapter 90W_5.5PHY,15490000.0,data/anphat/detail_htmls\acer_5_specs.html,INTEL_UHD,INTEGRATED
ACER Gaming Nitro V 15 Propanel Anv15 41 R0y4 Nh.qpesv.004,Acer,AMD,Ryzen 7,7735.0,4.75,16.0,DDR5,4800.0,512.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,57Whr 4-cell Li-ion Battery 135W AC Adapter,28990000.0,data/anphat/detail_htmls\acer_11_specs.html,RTX 4050,DISCRETE_GAMING
ACER Gaming Nitro V 15 Propanel Anv15 41 R0fe Nh.qpfsv.005,Acer,AMD,Ryzen 7,7735.0,4.75,16.0,DDR5,4800.0,512.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,57Whr 4-cell Li-ion Battery 135W AC Adapter,25990000.0,data/anphat/detail_htmls\acer_13_specs.html,RTX 3050,DISCRETE_GAMING
ACER Aspire 7 A715 59g 73lb Nh.qx6sv.002,Acer,Intel,Core i7,12650.0,4.7,16.0,DDR4,3200.0,512.0,15.6,1920 x 1080,144.0,NVIDIA,1.99,54.8Wh 3-cell,23999000.0,data/anphat/detail_htmls\acer_14_specs.html,RTX 3050,DISCRETE_GAMING
ACER Gaming Nitro V 15 Propanel Anv15 41 R9m1 Nh.qpfsv.004,Acer,AMD,Ryzen 5,7535.0,4.55,16.0,DDR5,4800.0,512.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,57Whr 4-cell Li-ion Battery 135W AC Adapter,23990000.0,data/anphat/detail_htmls\acer_16_specs.html,RTX 3050,DISCRETE_GAMING
ACER Gaming Nitro V 15 Propanel Anv15 52 59aa Nh.qz9sv.002,Acer,Intel,Core i5,13420.0,4.6,16.0,DDR4,3200.0,512.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,76Wh 4-cell Li-ion battery 135W 5.5PHY Adapter,30990000.0,data/anphat/detail_htmls\acer_18_specs.html,RTX 5050,DISCRETE_GAMING
ACER Gaming Nitro V Anv15 51 500a Nh.qnasv.008,Acer,Intel,Core i5,13420.0,4.6,16.0,DDR5,5200.0,512.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,57Whr 4-cell,23990000.0,data/anphat/detail_htmls\acer_19_specs.html,RTX 2050,DISCRETE_GAMING
ACER Gaming Nitro V 15 Propanel Anv15 52 72bm,Acer,Intel,Core i7,13620.0,4.9,16.0,DDR4,3200.0,512.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,76Wh 4-cell Li-ion battery 135W 5.5PHY Adapter,32990000.0,data/anphat/detail_htmls\acer_17_specs.html,RTX 5050,DISCRETE_GAMING
ACER Swift Go 14 Sfg14 41 R251_nx.kg3sv.005,Acer,AMD,Ryzen 5,7430.0,4.3,16.0,LPDDR4X,4800.0,1024.0,14.0,1920 x 1080,60.0,AMD,1.25,4 cell,18990000.0,data/anphat/detail_htmls\acer_20_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ACER Gaming Nitro V 15 Propanel Anv15 41 R7cr Nh.qpesv.003,Acer,AMD,Ryzen 5,7535.0,4.55,16.0,DDR5,4800.0,512.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,57Whr 4-cell Li-ion Battery 135W AC Adapter,26990000.0,data/anphat/detail_htmls\acer_21_specs.html,RTX 4050,DISCRETE_GAMING
ACER Nitro Lite 16 Nl16 71g 56wq_nh.d59sv.001,Acer,Intel,Core i5,13420.0,4.6,8.0,DDR5,4800.0,512.0,16.0,1920 x 1200,165.0,NVIDIA,1.95,53 Wh 3-cell,22990000.0,data/anphat/detail_htmls\acer_22_specs.html,RTX 3050,DISCRETE_GAMING
ACER Aspire 5 A514 56p 55k5 Nx.khrsv.003,Acer,Intel,Core i5,1335.0,4.6,16.0,LPDDR5,6400.0,1024.0,14.0,1920 x 1200,60.0,Intel,1.5,3 Cell 50 Wh,16990000.0,data/anphat/detail_htmls\acer_15_specs.html,INTEL_IRIS_XE,INTEGRATED
ACER Aspire 7 A715 59g 57tu Nh.qx6sv.001,Acer,Intel,Core i5,12450.0,4.4,16.0,DDR4,3200.0,512.0,15.6,1920 x 1080,144.0,NVIDIA,1.99,54.8Wh 3-cell,22490000.0,data/anphat/detail_htmls\acer_23_specs.html,RTX 3050,DISCRETE_GAMING
ACER Gaming Nitro Lite 16 Nl16 71g 71uj,Acer,Intel,Core i7,13620.0,4.9,8.0,DDR5,4800.0,512.0,16.0,1920 x 1200,165.0,NVIDIA,1.95,53Wh 3-cell Li-ion battery 100W TypeC adapter,23999000.0,data/anphat/detail_htmls\acer_24_specs.html,RTX 3050,DISCRETE_GAMING
ACER Predator Helios Neo 16s Ai Phn16s 71 95ms,Acer,Intel,Core Ultra 9,275.0,5.4,64.0,DDR5,,2048.0,16.0,2560 x 1600,240.0,NVIDIA,2.3,76Wh 4-cell Li-ion battery,69990000.0,data/anphat/detail_htmls\acer_25_specs.html,RTX 5070,DISCRETE_GAMING
ACER Gaming Nitro V 16 Ai Propanel Anv16s 61 R0b8,Acer,AMD,Ryzen AI 5,340.0,4.8,16.0,DDR5,5600.0,512.0,16.0,1920 x 1080,180.0,NVIDIA,2.1,76Wh 4-cell Li-ion battery 135W AC adapter,36990000.0,data/anphat/detail_htmls\acer_27_specs.html,RTX 5050,DISCRETE_GAMING
ACER Gaming Nitro V Anv15 51 73bt Nh.qnasv.009,Acer,Intel,Core i7,13620.0,4.9,16.0,DDR5,5200.0,512.0,15.6,1920 x 1080,180.0,NVIDIA,2.1,57Whr 4-cell,25990000.0,data/anphat/detail_htmls\acer_29_specs.html,RTX 2050,DISCRETE_GAMING
ACER Gaming Aspire 5 A515 58gm 53cm Nx.kw1sv.003,Acer,Intel,Core i5,13420.0,4.6,32.0,DDR4,3200.0,512.0,15.6,1920 x 1080,144.0,NVIDIA,1.78,50 Wh,22990000.0,data/anphat/detail_htmls\acer_30_specs.html,RTX 2050,DISCRETE_GAMING
ACER Aspire Lite 14 Al14 71m 52gq Nx.j4asv.001,Acer,Intel,Core i5,12500.0,4.5,16.0,DDR5,4800.0,512.0,14.0,1920 x 1200,60.0,Intel,1.55,58Wh 3-cell Li-ion battery,14990000.0,data/anphat/detail_htmls\acer_31_specs.html,INTEL_IRIS_XE,INTEGRATED
ACER Aspire Lite 15al15 72p 581v Nx.d4csv.001,Acer,Intel,Core i5,13500.0,4.7,16.0,DDR5,4800.0,512.0,15.6,1920 x 1080,60.0,Intel,1.79,58Wh 3-cell Li-ion battery 90W AC adapter,15690000.0,data/anphat/detail_htmls\acer_32_specs.html,INTEL_UHD,INTEGRATED
ACER Gaming Nitro V 16 Propanel Anv16 41 R36y Nh.qp1sv.004,Acer,AMD,Ryzen 7,8845.0,5.1,16.0,DDR5,5600.0,512.0,16.0,1920 x 1200,165.0,NVIDIA,2.5,4 cell - 57 Wh,31990000.0,data/anphat/detail_htmls\acer_33_specs.html,RTX 4050,DISCRETE_GAMING
Gaming ACER Aspire 7 A715 76g 5806 Nh.qmfsv.002,Acer,Intel,Core i5,12450.0,4.4,16.0,DDR4,3200.0,512.0,15.6,1920 x 1080,144.0,NVIDIA,2.1,"3-cell, 50Wh",22990000.0,data/anphat/detail_htmls\acer_35_specs.html,RTX 3050,DISCRETE_GAMING
